x,y,genre,title,rating
5.4316525,13.423791,Comedy,Bio-Dome (1996),2.532258064516129
4.7153716,14.439626,Action,Lawnmower Man 2: Beyond Cyberspace (1996),2.5
5.8690224,11.720028,Comedy,French Twist (Gazon maudit) (1995),3.4
-2.4158945,1.7932267,Comedy,Friday (1995),3.775
2.8859622,3.4932368,Action,From Dusk Till Dawn (1996),3.5090909090909093
5.3885756,13.629356,Action,Fair Game (1995),1.7
3.592105,4.0459914,Comedy,Kicking and Screaming (1995),3.2142857142857144
3.2256114,3.7349863,Drama,"Misérables, Les (1995)",3.4615384615384617
1.2124211,2.7291691,Drama,Bed of Roses (1996),4.0
6.2461114,10.70955,Comedy,Big Bully (1996),2.2
1.9135056,2.523384,Action,Screamers (1995),3.4
12.164749,-1.0909455,Documentary,Nico Icon (1995),4.0
2.9101608,4.3198023,Action,"Crossing Guard, The (1995)",3.3333333333333335
1.5182282,4.6707573,Drama,"Juror, The (1996)",2.764705882352941
-0.6278853,-1.374308,Children,"White Balloon, The (Badkonake sefid) (1995)",4.0
1.8664056,4.601571,Crime,Things to Do in Denver When You're Dead (1995),3.107142857142857
-0.549705,-1.8036361,Comedy,Antonia's Line (Antonia) (1995),3.875
14.3323765,-0.1572442,Drama,Once Upon a Time... When We Were Colored (1995),3.0
-1.0041511,-1.0745541,Drama,Angels and Insects (1995),3.857142857142857
2.015968,2.611421,Action,White Squall (1996),3.966666666666667
5.9004965,13.0176115,Children,Dunston Checks In (1996),2.5
1.493913,4.8634815,Comedy,Black Sheep (1996),3.15625
3.0694857,4.03892,Action,Nick of Time (1995),3.25
5.0372095,11.885286,Drama,Mary Reilly (1996),2.625
4.8672414,8.081251,Comedy,Vampire in Brooklyn (1995),2.8333333333333335
-3.7876048,1.6516817,Comedy,Beautiful Girls (1996),3.95
3.5637176,6.2601786,Action,Broken Arrow (1996),3.0238095238095237
0.09004097,0.11987689,Comedy,In the Bleak Midwinter (1995),3.5
-2.077981,1.069667,Crime,"Hate (Haine, La) (1995)",3.9
-4.3369904,0.47662035,Documentary,Heidi Fleiss: Hollywood Madam (1995),5.0
0.45329955,3.9445946,Drama,City Hall (1996),2.7857142857142856
-2.869052,-1.3126329,Adventure,Bottle Rocket (1996),3.782608695652174
2.5116396,5.183162,Comedy,Mr. Wrong (1996),2.4
13.210914,0.23548657,Mystery,Unforgettable (1996),3.0
1.4184016,4.580822,Comedy,Happy Gilmore (1996),3.4393939393939394
3.1282427,6.3683434,Drama,"Bridges of Madison County, The (1995)",3.282608695652174
12.123114,-0.92725396,Comedy,Nobody Loves Me (Keiner liebt mich) (1994),4.0
-0.9449086,3.8465927,Adventure,Muppet Treasure Island (1996),3.326923076923077
14.360824,-1.0187775,Documentary,Catwalk (1996),4.0
-2.6919472,-2.2603686,Action,Braveheart (1995),4.031645569620253
-2.2288399,-0.39311048,Crime,Taxi Driver (1976),4.105769230769231
-0.580114,3.8965533,Action,Rumble in the Bronx (Hont faan kui) (1995),3.5434782608695654
6.1209526,12.82886,Drama,Before and After (1996),3.3333333333333335
0.18282801,-0.87705004,Documentary,Anne Frank Remembered (1995),3.9
13.166171,-1.8220593,Crime,"Young Poisoner's Handbook, The (1995)",3.0
5.2909894,9.668488,Comedy,If Lucy Fell (1996),2.5
6.3191657,8.923974,Comedy,"Steal Big, Steal Little (1995)",3.0
-2.2997472,-0.692717,Drama,"Boys of St. Vincent, The (1992)",4.0
5.3912463,13.442678,Comedy,Boomerang (1992),2.65625
-1.3763822,-1.61316,Drama,Chungking Express (Chung Hing sam lam) (1994),4.375
-0.19992967,1.8538967,Comedy,Flirting With Disaster (1996),3.5833333333333335
6.542623,12.081664,Adventure,"NeverEnding Story III, The (1994)",2.0
5.3623986,13.776759,Documentary,Jupiter's Wife (1994),3.0
5.221536,13.9843025,Comedy,Pie in the Sky (1996),2.0
0.8376971,3.2939723,Thriller,Jade (1995),2.8333333333333335
4.388148,7.448645,Comedy,Down Periscope (1996),2.9516129032258065
13.650085,-0.24399607,Documentary,Man of the Year (1995),3.0
1.6872156,4.6789722,Drama,Up Close and Personal (1996),3.5
-2.42877,1.0659378,Comedy,"Birdcage, The (1996)",3.494186046511628
-0.19714111,3.8643677,Comedy,"Brothers McMullen, The (1995)",3.3333333333333335
4.219977,7.008831,Action,Bad Boys (1995),3.2450980392156863
2.9975965,3.5839627,Adventure,"Amazing Panda Adventure, The (1995)",3.3333333333333335
-1.6946142,2.7342343,Drama,"Basketball Diaries, The (1995)",3.466666666666667
-3.3892155,-0.50785106,Drama,"Awfully Big Adventure, An (1995)",5.0
6.5122647,8.731675,Crime,Amateur (1994),2.0
0.07808533,0.5493133,Adventure,Apollo 13 (1995),3.845771144278607
0.3064976,-0.40452576,Action,Rob Roy (1995),3.5454545454545454
4.2680254,9.791504,Drama,"Addiction, The (1995)",1.5
5.3609858,11.251412,Action,Batman Forever (1995),2.9160583941605838
-2.0270805,-0.3370225,Drama,Beauty of the Day (Belle de jour) (1967),3.875
0.3716237,1.3568175,Adventure,Beyond Rangoon (1995),2.4166666666666665
3.298499,4.810129,Comedy,Blue in the Face (1995),3.3333333333333335
1.7914298,3.0873573,Comedy,Canadian Bacon (1995),2.8636363636363638
6.411684,11.320769,Adventure,Casper (1995),2.806451612903226
6.465605,11.739491,Crime,Clockers (1995),2.892857142857143
4.491685,14.452661,Action,Congo (1995),2.8771929824561404
0.5243997,2.6974504,Drama,Crimson Tide (1995),3.6359223300970873
-2.7814534,-1.5264035,Documentary,Crumb (1994),4.205882352941177
-0.08050121,1.0412098,Action,Desperado (1995),3.5606060606060606
4.1333604,12.366608,Crime,Devil in a Blue Dress (1995),3.3214285714285716
3.1032126,4.72623,Action,Die Hard: With a Vengeance (1995),3.5555555555555554
5.876617,12.271568,Comedy,"Doom Generation, The (1995)",2.8333333333333335
4.842587,7.2567344,Action,First Knight (1995),3.0833333333333335
5.6193795,13.367221,Adventure,Free Willy 2: The Adventure Home (1995),2.4
1.4904553,2.8290508,Action,Hackers (1995),3.2285714285714286
6.580934,10.628118,Comedy,Jeffrey (1995),3.8333333333333335
4.144887,6.303589,Action,Johnny Mnemonic (1995),2.6792452830188678
6.489153,11.518215,Action,Judge Dredd (1995),2.6693548387096775
3.2607539,5.8320613,Comedy,Jury Duty (1995),2.7
-2.3239627,-1.44718,Drama,Kids (1995),3.975
-3.2849183,1.7981662,Comedy,Living in Oblivion (1995),4.3076923076923075
3.297311,6.3787117,Horror,Lord of Illusions (1995),2.75
5.276485,14.143478,Comedy,Love & Human Remains (1993),1.0
5.134146,11.846395,Drama,Mad Love (1995),1.5
0.9485052,4.2899017,Comedy,Mallrats (1995),3.4027777777777777
5.6526184,13.591132,Action,Mighty Morphin Power Rangers: The Movie (1995),2.264705882352941
4.1523914,12.365312,Comedy,Mute Witness (1994),3.5
5.550962,13.7821665,Drama,Nadja (1994),3.5
1.8569702,4.426247,Action,"Net, The (1995)",3.0401785714285716
1.9806206,4.958829,Comedy,Nine Months (1995),2.8229166666666665
0.24176566,3.3362842,Comedy,Party Girl (1995),4.125
2.1475482,4.371724,Fantasy,"Prophecy, The (1995)",3.4583333333333335
13.59967,-0.17502435,Comedy,Reckless (1995),3.0
4.9888153,12.571996,Thriller,Safe (1995),2.8
5.710846,9.95957,Drama,"Scarlet Letter, The (1995)",2.4166666666666665
5.425124,11.779221,Drama,Showgirls (1995),2.4714285714285715
-0.65334743,-1.8268739,Comedy,Smoke (1995),3.6666666666666665
0.24970038,1.9535962,Comedy,Something to Talk About (1995),3.1
6.549648,11.481925,Horror,Species (1995),2.6666666666666665
5.1373687,13.205032,Action,Strange Days (1995),3.25
13.137893,1.034812,Drama,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",4.125
11.967643,0.24391355,Drama,Three Wishes (1995),3.0
14.03449,-0.21772352,Drama,Total Eclipse (1995),3.0
0.77002364,0.5731123,Comedy,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.4318181818181817
4.7727942,7.6111093,Action,Under Siege 2: Dark Territory (1995),2.716666666666667
6.112597,11.898583,Comedy,Unstrung Heroes (1995),3.1666666666666665
14.006113,-1.4895694,Documentary,Unzipped (1995),3.0
1.7385521,2.6867518,Drama,"Walk in the Clouds, A (1995)",3.4285714285714284
4.4239445,8.523221,Action,Waterworld (1995),2.9130434782608696
-1.1092778,-0.7865208,Drama,White Man's Burden (1995),3.1666666666666665
6.0859814,7.9343925,Western,Wild Bill (1995),3.0
-0.87505513,1.2712746,Drama,"Browning Version, The (1994)",3.5
-0.22550675,2.3230298,Adventure,Bushwhacked (1995),3.0
-0.6203205,-0.46117505,Drama,Burnt by the Sun (Utomlyonnye solntsem) (1994),3.8333333333333335
0.08765329,0.26497975,Drama,Before the Rain (Pred dozhdot) (1994),4.0
-2.8588607,-0.9618328,Drama,Before Sunrise (1995),4.041666666666667
2.6077435,3.891222,Comedy,Billy Madison (1995),3.326530612244898
3.864987,7.073555,Drama,"Babysitter, The (1995)",2.3333333333333335
-1.9225693,1.7752702,Comedy,Boys on the Side (1995),3.4285714285714284
5.8897357,13.647626,Drama,"Cure, The (1995)",3.0
5.212046,12.00368,Horror,Castle Freak (1995),3.0
2.8813941,4.319759,Drama,Circle of Friends (1995),3.75
0.02909868,-1.349937,Comedy,Clerks (1994),3.855769230769231
0.015658151,0.8272436,Comedy,Don Juan DeMarco (1995),3.6125
0.017819574,2.2239382,Drama,Disclosure (1994),3.5384615384615383
4.863288,13.655326,Action,Drop Zone (1994),2.8636363636363638
5.0452857,13.379694,Comedy,Destiny Turns on the Radio (1995),2.3333333333333335
5.027844,12.375659,Drama,Death and the Maiden (1994),3.4285714285714284
4.6926756,7.220076,Drama,Dolores Claiborne (1995),3.3958333333333335
3.3198957,6.249444,Adventure,Dumb & Dumber (Dumb and Dumber) (1994),3.0601503759398496
-4.1697288,-0.24927881,Comedy,Eat Drink Man Woman (Yin shi nan nu) (1994),3.892857142857143
-1.3575965,1.0072397,Drama,Exotica (1994),3.5
3.61951,6.309728,Comedy,Exit to Eden (1994),2.588235294117647
-0.5227202,-1.7681911,Comedy,Ed Wood (1994),3.6785714285714284
2.2283115,4.0758805,Action,French Kiss (1995),3.477777777777778
1.8381977,2.8774366,Comedy,Forget Paris (1995),3.340909090909091
-1.2077932,-1.3542007,Adventure,Far From Home: The Adventures of Yellow Dog (1995),4.0
6.560786,11.34504,Animation,"Goofy Movie, A (1995)",3.0
5.2399955,11.59834,Thriller,Hideaway (1995),2.375
13.750955,-0.847069,Children,Fluke (1995),4.0
-2.241154,2.440167,Drama,Farinelli: il castrato (1994),3.6
14.678243,-1.0053355,Children,Gordy (1995),3.0
-2.015185,-1.414388,Documentary,Hoop Dreams (1994),4.293103448275862
-3.855532,1.126354,Crime,Heavenly Creatures (1994),3.9285714285714284
-2.9173243,1.5289692,Comedy,Houseguest (1994),3.176470588235294
-0.4346761,-1.7673913,Drama,Immortal Beloved (1994),3.7222222222222223
-1.6280398,0.74658096,Children,Heavyweights (Heavy Weights) (1995),2.5
0.6949668,3.9218225,Action,"Hunted, The (1995)",3.0
1.9362711,3.7370808,Comedy,I.Q. (1994),3.453488372093023
-0.09993133,-0.5399862,Drama,Interview with the Vampire: The Vampire Chronicles (1994),3.458715596330275
13.663386,-0.81623894,Drama,Jefferson in Paris (1995),3.0
5.1438737,13.227456,Comedy,"Jerky Boys, The (1995)",2.0714285714285716
3.8651085,6.060615,Comedy,Junior (1994),2.8285714285714287
0.2836354,-1.3851125,Mystery,Just Cause (1995),3.5
6.13313,11.764135,Adventure,"Kid in King Arthur's Court, A (1995)",2.6
4.9557085,14.583149,Crime,Kiss of Death (1995),3.2
-4.1087832,-0.97004384,Action,Star Wars: Episode IV - A New Hope (1977),4.231075697211155
-0.48659283,-1.2119386,Drama,Little Women (1994),3.880952380952381
-0.110873066,1.2015046,Children,"Little Princess, A (1995)",3.9047619047619047
-0.7558525,-0.6842733,Drama,Ladybird Ladybird (1994),4.0
-1.1162515,-1.7843342,Drama,Like Water for Chocolate (Como agua para chocolate) (1992),3.9393939393939394
1.6868622,3.0132492,Drama,Legends of the Fall (1994),3.3970588235294117
3.2702105,6.2170143,Comedy,Major Payne (1995),2.9411764705882355
5.075383,10.2455015,Drama,My Crazy Life (Mi vida loca) (1993),3.0
0.94685024,3.8914173,Drama,Love Affair (1994),3.4
13.188022,0.16475528,Drama,Losing Isaiah (1995),3.5
-0.2731634,-1.3548758,Comedy,"Madness of King George, The (1994)",3.7580645161290325
4.7355056,7.5037026,Drama,Mary Shelley's Frankenstein (Frankenstein) (1994),2.9464285714285716
3.7347176,6.3910427,Comedy,Man of the House (1995),2.9285714285714284
5.3620834,14.355615,Comedy,Mixed Nuts (1994),2.0
4.3230815,7.358427,Comedy,Milk Money (1994),3.25
1.5081688,4.7808805,Drama,Miracle on 34th Street (1994),3.223684210526316
5.7121124,7.587289,Comedy,Miami Rhapsody (1995),1.5
12.79223,0.7127773,Drama,My Family (1995),3.0
-0.26243553,-1.4298205,Drama,Murder in the First (1995),4.076923076923077
0.18387218,1.7036495,Comedy,Nobody's Fool (1994),3.7857142857142856
0.5899487,4.0550947,Drama,Nell (1994),3.3375
-0.105244696,0.25150743,Crime,New Jersey Drive (1995),3.6666666666666665
13.145101,-0.96567523,Action,New York Cop (Nyû Yôku no koppu) (1993),4.5
12.42111,-1.2778668,Drama,Beyond Bedlam (1993),4.0
5.5648785,13.137327,Comedy,Nina Takes a Lover (1994),3.0
4.4307556,7.2897916,Action,Natural Born Killers (1994),3.233695652173913
0.8546795,2.7754383,Comedy,Only You (1994),3.5625
-2.4086595,2.299858,Crime,Once Were Warriors (1994),4.035714285714286
5.2064023,12.490035,Drama,Poison Ivy II (1996),2.3333333333333335
1.7356743,2.831468,Action,Outbreak (1995),3.4257425742574257
-5.106046,-0.39259285,Action,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.018796992481203
6.2525105,7.9715576,Comedy,"Perez Family, The (1995)",3.0
12.343672,0.67516756,Comedy,"Pyromaniac's Love Story, A (1995)",3.0
-5.0826025,-0.30873862,Comedy,Pulp Fiction (1994),4.197068403908795
13.042542,0.18011245,Drama,Pushing Hands (Tui shou) (1992),2.0
4.577977,9.622019,Drama,Priest (1994),4.0
-2.18537,2.6422167,Drama,Quiz Show (1994),3.5185185185185186
12.66025,-0.96958125,Drama,Picture Bride (Bijo photo) (1994),4.0
5.8682647,11.393567,Drama,"Queen Margot (Reine Margot, La) (1994)",3.2
5.097204,12.673616,Action,"Quick and the Dead, The (1995)",2.953125
0.7843651,1.3591802,Comedy,Roommates (1995),3.6666666666666665
6.2220135,9.596459,Comedy,Ready to Wear (Pret-A-Porter) (1994),2.8333333333333335
-4.5466237,-1.0071689,Drama,Three Colors: Red (Trois couleurs: Rouge) (1994),4.21875
-3.4875565,-1.6332232,Drama,Three Colors: Blue (Trois couleurs: Bleu) (1993),3.8958333333333335
-2.156762,-1.7662783,Comedy,Three Colors: White (Trzy kolory: Bialy) (1994),4.025
14.333479,0.42799065,Comedy,Rent-a-Kid (1995),3.0
13.033807,-1.874982,Horror,Relative Fear (1994),3.0
5.327321,11.808602,Comedy,Stuart Saves His Family (1995),1.4444444444444444
3.177875,6.3203187,Animation,"Swan Princess, The (1994)",3.3333333333333335
-0.13638571,0.48659715,Children,"Secret of Roan Inish, The (1994)",3.75
3.2571418,4.314944,Action,"Specialist, The (1994)",3.0789473684210527
4.8737364,7.416268,Action,Stargate (1994),3.375
1.4727598,4.2084765,Comedy,"Santa Clause, The (1994)",3.2037037037037037
-4.621603,-1.1324813,Crime,"Shawshank Redemption, The (1994)",4.429022082018927
-0.51220393,1.3342263,Comedy,Shallow Grave (1994),3.6
13.1345,-0.45064098,Film-Noir,Suture (1993),3.0
14.837934,-0.56363195,Drama,Strawberry and Chocolate (Fresa y chocolate) (1993),4.0
6.3794785,8.866945,Comedy,Swimming with Sharks (1995),3.55
13.493346,1.0670393,Comedy,"Sum of Us, The (1994)",4.0
4.623383,7.8997617,Comedy,National Lampoon's Senior Trip (1995),2.5
-2.13022,0.32246444,Drama,To Live (Huozhe) (1994),4.0
3.4333131,6.6976686,Action,Tank Girl (1995),2.823529411764706
5.81138,13.328786,Horror,Tales from the Crypt Presents: Demon Knight (1995),3.15
2.6885972,5.017923,Adventure,Star Trek: Generations (1994),3.3935185185185186
4.544728,14.456186,Action,Tales from the Hood (1995),3.0
12.708831,-1.0574893,Drama,Tom & Viv (1994),3.0
5.2517323,12.708941,Horror,Village of the Damned (1995),2.8333333333333335
0.30856895,2.5073705,Comedy,Tommy Boy (1995),3.78
-4.833549,0.14329857,Drama,Vanya on 42nd Street (1994),4.2
4.762307,13.919639,Mystery,Underneath (1995),3.5
5.4959917,13.628571,Drama,"Walking Dead, The (1995)",3.0
1.013405,0.83851516,Drama,What's Eating Gilbert Grape (1993),3.7662337662337664
4.0934033,4.4075255,Action,Virtuosity (1995),2.8421052631578947
2.4973512,3.2249758,Comedy,While You Were Sleeping (1995),3.4693877551020407
5.9376607,8.702586,Adventure,"War, The (1994)",3.4
0.23063296,-0.2680719,Drama,Double Happiness (1994),4.0
1.8399264,4.424881,Comedy,Muriel's Wedding (1994),3.272727272727273
13.665148,-0.15038356,Children,"Baby-Sitters Club, The (1995)",2.9
4.031242,7.060392,Comedy,Ace Ventura: Pet Detective (1994),3.040372670807453
-0.94463736,-2.034128,Comedy,"Adventures of Priscilla, Queen of the Desert, The (1994)",3.5972222222222223
-3.2367191,1.4058275,Drama,Backbeat (1993),3.5
-2.9425638,-2.4001434,Drama,Bitter Moon (1992),3.5
-1.2559733,1.2947495,Comedy,Bullets Over Broadway (1994),3.5833333333333335
0.47534087,2.7426336,Action,Clear and Present Danger (1994),3.6045454545454545
-0.1460282,2.967178,Drama,"Client, The (1994)",3.3859649122807016
2.1587152,4.2254696,Comedy,"Corrina, Corrina (1994)",3.176470588235294
5.863406,11.754986,Comedy,Crooklyn (1994),2.5
2.6663182,4.6459465,Action,"Crow, The (1994)",3.609375
-1.8861958,1.6215316,Drama,Cobb (1994),3.3333333333333335
5.46131,13.316288,Children,"Flintstones, The (1994)",2.357142857142857
-1.9180511,-1.5203546,Comedy,Forrest Gump (1994),4.164133738601824
-0.9703804,2.0510597,Comedy,Four Weddings and a Funeral (1994),3.5194174757281553
5.147053,14.081213,Drama,Higher Learning (1995),2.6666666666666665
5.5528026,13.036893,Comedy,I Like It Like That (1994),3.0
5.780671,13.8940935,Action,I Love Trouble (1994),2.6875
4.6527386,13.363732,Comedy,It Could Happen to You (1994),3.0588235294117645
2.0663512,4.2863164,Adventure,"Jungle Book, The (1994)",3.5294117647058822
-3.1219985,-1.153009,Documentary,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",4.0
-0.24322009,-0.115505174,Adventure,"Lion King, The (1994)",3.941860465116279
0.7235192,4.6832395,Drama,Little Buddha (1993),3.25
5.735143,12.460013,Drama,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2.9166666666666665
1.0776157,4.7691693,Action,"Mask, The (1994)",3.1847133757961785
2.6756985,3.8621027,Adventure,Maverick (1994),3.5
-0.89952576,-0.5082731,Drama,Mrs. Parker and the Vicious Circle (1994),4.0
5.3326654,13.481817,Action,Naked Gun 33 1/3: The Final Insult (1994),3.060344827586207
5.7411733,13.368356,Comedy,"Paper, The (1994)",3.3095238095238093
0.36920026,-0.31832775,Comedy,Reality Bites (1994),2.761904761904762
1.9051342,4.6288023,Thriller,Red Rock West (1992),3.6363636363636362
3.689941,6.7379375,Children,Richie Rich (1994),2.2
5.499929,8.626782,Action,"River Wild, The (1994)",3.25
1.1525537,3.499104,Action,Speed (1994),3.5292397660818713
5.7364516,14.023601,Comedy,Speechless (1994),2.7857142857142856
6.5708356,11.387034,Action,Timecop (1994),2.5
1.0163602,3.52872,Action,True Lies (1994),3.497191011235955
0.29311126,-0.65144116,Drama,When a Man Loves a Woman (1994),3.8181818181818183
3.3476334,6.5295672,Drama,Wolf (1994),3.15625
-3.5523572,-1.2973958,Western,Wyatt Earp (1994),3.0952380952380953
6.695108,10.602143,Action,Bad Company (1995),3.25
-0.43979174,-0.3648054,Drama,"Man of No Importance, A (1994)",4.0
13.158534,-0.13535744,Drama,S.F.W. (1994),3.0
6.0765467,11.717434,Action,"Low Down Dirty Shame, A (1994)",2.375
6.209023,8.471971,Drama,Boys Life (1995),3.0
11.912568,-0.87154174,Drama,"Colonel Chabert, Le (1994)",4.5
-1.8334761,0.76761293,Action,Faster Pussycat! Kill! Kill! (1965),3.7
-4.515278,0.9853868,Crime,Jason's Lyric (1994),4.5
4.588917,7.9998937,Action,Street Fighter (1994),2.5
4.646119,14.312798,Action,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.4166666666666665
12.606547,-1.8448492,Drama,Federal Hill (1994),3.0
2.7003899,4.8424697,Horror,In the Mouth of Madness (1995),3.4375
2.3835008,4.1839275,Drama,8 Seconds (1994),3.0
14.268503,-0.7727749,Crime,Above the Rim (1994),2.0
3.5567687,6.175976,Children,Addams Family Values (1993),3.1011904761904763
-2.8667188,-0.2518069,Drama,"Age of Innocence, The (1993)",3.5
5.284471,7.3472896,Comedy,Airheads (1994),2.7884615384615383
6.2896833,8.011598,Comedy,"Air Up There, The (1994)",2.3333333333333335
5.3837843,13.887955,Comedy,Another Stakeout (1993),2.53125
6.160522,9.774222,Western,Bad Girls (1994),2.5
-3.0025108,-2.5950649,Comedy,Barcelona (1994),3.6923076923076925
5.6296515,7.836747,Drama,Being Human (1993),3.0
5.1501,11.829363,Comedy,"Beverly Hillbillies, The (1993)",2.675
5.318903,14.208504,Action,Beverly Hills Cop III (1994),2.7203389830508473
1.247536,4.7867365,Adventure,Black Beauty (1994),3.2083333333333335
13.580522,-0.58968586,Thriller,Blink (1994),3.2
4.918084,12.423294,Action,Blown Away (1994),2.85
4.8805995,14.52235,Drama,Blue Chips (1994),1.8333333333333333
0.75467515,1.363743,Drama,Blue Sky (1994),3.75
5.3791776,11.4837055,Horror,Body Snatchers (1993),3.142857142857143
5.173502,7.301391,Drama,Boxing Helena (1993),2.5416666666666665
-0.27775794,-1.3425403,Drama,"Bronx Tale, A (1993)",3.7222222222222223
6.0249248,8.42508,Comedy,Cabin Boy (1994),2.0
6.217087,8.132521,Comedy,Calendar Girl (1993),3.75
-0.2975118,1.2343585,Crime,Carlito's Way (1993),3.738095238095238
4.9588327,7.9767866,Adventure,City Slickers II: The Legend of Curly's Gold (1994),2.6454545454545455
4.4727907,13.263348,Comedy,Clean Slate (1994),2.75
3.3755808,4.730077,Action,Cliffhanger (1993),3.0346534653465347
5.2820787,13.68089,Comedy,Coneheads (1993),2.4206349206349205
5.966705,13.48199,Drama,Color of Night (1994),2.5714285714285716
6.0869613,12.957917,Comedy,Cops and Robbersons (1994),2.1666666666666665
5.466258,11.761734,Action,"Cowboy Way, The (1994)",2.7142857142857144
0.81051433,1.8734839,Comedy,Dave (1993),3.5460526315789473
-4.6824436,-0.22691548,Comedy,Dazed and Confused (1993),3.9285714285714284
3.2710118,5.7044196,Action,Demolition Man (1993),3.0925925925925926
6.065593,13.1266165,Comedy,Even Cowgirls Get the Blues (1993),2.3333333333333335
1.2440447,2.4124174,Comedy,Fatal Instinct (1993),3.0
-1.9417951,1.8168678,Drama,Farewell My Concubine (Ba wang bie ji) (1993),3.8333333333333335
3.1837192,5.9359117,Drama,Fearless (1993),3.625
13.355322,-0.02228798,Comedy,Fear of a Black Hat (1994),1.0
2.7342165,4.0110793,Comedy,With Honors (1994),3.0
