movieId,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
163,0.0,0.0,0.0,0.1392053,0.0,0.14230359,0.1314256,0.18514757,0.0,0.26486778,0.22983235,0.0,0.0,0.0,0.23176646,0.3874308,0.25796232,0.0,0.5106678,0.2773127,0.039609328,0.0,0.0924046,0.31193525,0.16070956,0.0,0.0,0.13431183,0.11752952,0.033952117,0.107471935,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22991142,0.0,0.29280126,0.028364569,0.0,0.0,0.0,0.3811903,0.0,0.43269202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40998903,0.0,0.0,0.40094388,0.0,0.3710422,0.2481046,0.0
223,0.0,0.0,0.0,0.0,0.0,0.24476163,0.0,0.2115502,0.0,0.20729926,0.029302174,0.0,0.3725298,0.0,0.10414568,0.0,0.40241456,0.0,0.25569478,0.24357732,0.0,0.0,0.0,0.2828054,0.3156792,0.0,0.20600054,0.123683825,0.0,0.28507552,0.2648455,0.16265684
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53158903,0.0,0.0,0.0,0.0,0.0,0.0,0.08312694,0.0,0.45489165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70769995,0.0,0.0,0.052318595,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.13573779,0.009722737,0.39260006,0.11004222,0.056303345,0.0,0.19044669,0.013135453,0.0,0.38506523,0.0,0.0,0.0,0.15999195,0.0,0.39294234,0.32775134,0.0,0.0,0.08213517,0.5161228,0.035137225,0.0,0.12663202,0.0,0.0,0.14667587,0.089532726,0.14141275
260,0.0,0.0,0.0,0.0,0.0,0.24279694,0.0,0.057765543,0.0,0.16588779,0.14439875,0.3451322,0.30303887,0.24408753,0.11737363,0.08489695,0.16732156,0.0,0.19308111,0.25109538,0.16958977,0.32770342,0.0,0.22251707,0.13589792,0.0,0.34554416,0.12869488,0.054221924,0.1085811,0.08205144,0.32855427
296,0.0,0.0,0.0,0.0,0.0,0.10606084,0.0,0.016554074,0.0,0.12345013,0.116555855,0.405795,0.21270095,0.33392552,0.08456426,0.0047661373,0.12579365,0.0,0.06705077,0.099640936,0.09904124,0.49091128,0.0,0.07678228,0.13414578,0.0,0.42259005,0.111998536,0.0,0.012519826,0.0,0.3672
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72534543,0.0,0.0,0.0,0.0,0.0,0.0,0.57074666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051218355,0.0,0.22138004,0.0,0.0,0.31478047,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10383028,0.0,0.3101204,0.30244794,0.0,0.0,0.0,0.22733033,0.12037872,0.32774088,0.0,0.13404846,0.0,0.1180747,0.0,0.0,0.0,0.18375264,0.0,0.0,0.2706251,0.25327703,0.5277664,0.38260353,0.0
349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39968693,0.17386796,0.0,0.0,0.0,0.13513209,0.0,0.27370048,0.0,0.30054566,0.0,0.0,0.0,0.0,0.21532731,0.03601186,0.0,0.0,0.17737053,0.10549396,0.5818643,0.44463682,0.0
356,0.0,0.0,0.0,0.0,0.0,0.22932746,0.0,0.15384735,0.0,0.27603093,0.20707537,0.12655273,0.2724106,0.15146443,0.21376914,0.053551707,0.2895361,0.0,0.22450915,0.30313087,0.18667269,0.07047966,0.0,0.2574612,0.19634695,0.0,0.2125718,0.23506027,0.11660274,0.2649471,0.21020521,0.20914385
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26885197,0.0,0.1908008,0.0,0.0,0.0,0.0,0.18895872,0.0,0.48282555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49276957,0.0,0.0,0.26555952,0.0,0.42655537,0.3566435,0.0
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30073407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48590654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40621397,0.0,0.0,0.0030707526,0.0,0.5321029,0.4746588,0.0
423,0.0,0.33456185,0.0,0.10598724,0.5940508,0.0,0.6010463,0.37458807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14955238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.12550767,0.1269107,0.3890653,0.12785627,0.0,0.0,0.14715116,0.0,0.263262,0.4687257,0.0,0.0,0.0,0.0,0.0,0.110969596,0.21409974,0.07533494,0.0,0.086358905,0.4021577,0.0,0.0,0.31029516,0.0,0.0,0.0,0.0,0.4005725
457,0.0,0.0,0.0,0.0,0.0,0.16656932,0.0,0.22142954,0.0,0.14342575,0.26425505,0.10243586,0.19077498,0.16928177,0.16160373,0.22682208,0.273266,0.0,0.2878982,0.25496703,0.24292313,0.040946115,0.0,0.19935,0.21235679,0.0,0.12676251,0.1487867,0.275441,0.31258985,0.2965613,0.10902517
480,0.0,0.0,0.0,0.0,0.0,0.1480757,0.01863783,0.26947024,0.0,0.11511203,0.20331106,0.0,0.11916878,0.0,0.10827086,0.28855893,0.31376526,0.0,0.46003237,0.24119002,0.09917626,0.0,0.0,0.25413474,0.26436785,0.0,0.062179457,0.073113605,0.19699673,0.25840855,0.3353896,0.0386419
500,0.0,0.0,0.0,0.021363858,0.0,0.0,0.0,0.32517692,0.0,0.22178523,0.18493418,0.0,0.0,0.0,0.22401363,0.24409056,0.4376287,0.0,0.4022223,0.103271574,0.0,0.0,0.0,0.10526166,0.39283994,0.0,0.0,0.18118156,0.05332112,0.19317995,0.31351805,0.0
527,0.0,0.0,0.0,0.0,0.0,0.24941964,0.0,0.06741712,0.0,0.16493808,0.21626684,0.31511196,0.27158594,0.27653795,0.11638466,0.13539268,0.16851275,0.0,0.17630015,0.25148246,0.2623465,0.28846365,0.0,0.20250826,0.1235739,0.0,0.30362025,0.1336053,0.14396246,0.15814304,0.0861111,0.28920686
543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09941098,0.0,0.35829183,0.0,0.0,0.0,0.0,0.2188624,0.0,0.45391205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28642824,0.0,0.0,0.35394916,0.0,0.53114444,0.34405217,0.0
552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6039163,0.0,0.0,0.0,0.0,0.0,0.0,0.18508512,0.0,0.41490248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6485129,0.0,0.0,0.09119007,0.0,0.0,0.0,0.0
553,0.0,0.0,0.0,0.08702768,0.0,0.31887195,0.07039648,0.17709069,0.0,0.08577093,0.022816984,0.10132675,0.3130494,0.0,0.0,0.19610505,0.13233116,0.0,0.52993226,0.28328237,0.0,0.0,0.06447387,0.45370474,0.11639056,0.0,0.16931707,0.0,0.03851835,0.03674791,0.12862404,0.22280443
590,0.0,0.0,0.0,0.05333556,0.0,0.27742377,0.06455276,0.10708085,0.0,0.26963314,0.22593233,0.0,0.16967176,0.0,0.17151535,0.16891189,0.26652056,0.0,0.4264655,0.37032261,0.14532423,0.0,0.021623729,0.4056413,0.12927723,0.0,0.027200617,0.11596153,0.105667144,0.20759477,0.17912054,0.025537197
592,0.0,0.0,0.0,0.03072432,0.0,0.0,0.0,0.5523725,0.0,0.0,0.0082871085,0.0,0.0,0.0,0.069979,0.35622153,0.21136016,0.0,0.45036548,0.0,0.0,0.0,0.042352132,0.016133212,0.39826712,0.0,0.0,0.0,0.11587756,0.04517497,0.3720751,0.0
593,0.0,0.0,0.0,0.0,0.0,0.28865352,0.0,0.13477759,0.0,0.18338713,0.19414805,0.19938348,0.28418562,0.15264155,0.15247054,0.16570957,0.22191024,0.0,0.28760162,0.35190934,0.23199949,0.09811388,0.0,0.29318064,0.15001869,0.0,0.21441421,0.13195553,0.14618318,0.19239704,0.18796143,0.21876289
596,0.0,0.0,0.0,0.0,0.0,0.23033628,0.0,0.28559953,0.0,0.100378945,0.0,0.0,0.16612905,0.0,0.096704155,0.0,0.39493126,0.0,0.3997538,0.25911832,0.0,0.0,0.0,0.47880203,0.45406607,0.0,0.0,0.0,0.0,0.0,0.0028640742,0.0
608,0.0,0.0,0.0,0.00897376,0.0,0.20519798,0.0054745385,0.31060788,0.0,0.0,0.0,0.37799782,0.31918567,0.0,0.0,0.30276692,0.13052382,0.0,0.36365667,0.16157077,0.020660179,0.26339582,0.014168796,0.13421488,0.19616091,0.0,0.31971222,0.0,0.008018791,0.0,0.1572855,0.30979368
648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27577132,0.0,0.19898118,0.07783171,0.0,0.0,0.0,0.27746373,0.010802727,0.37322125,0.0,0.18600108,0.0,0.0,0.0,0.0,0.0,0.31854793,0.0,0.0,0.2500625,0.043737613,0.4425645,0.51529133,0.0
661,0.0,0.0,0.0,0.025220798,0.0,0.0,0.0,0.2736803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2631158,0.0,0.21904719,0.0,0.0,0.0,0.0,0.008875627,0.17135718,0.0,0.0,0.0,0.0,0.55503964,0.68537605,0.0
673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56001127,0.0,0.0,0.0,0.0,0.0,0.0,0.34058848,0.0,0.3605833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6407469,0.0,0.0,0.17265521,0.0,0.0,0.0,0.0
733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1936479,0.0,0.36924964,0.2212778,0.0,0.0,0.114372015,0.57999533,0.08445596,0.25102806,0.0,0.0,0.0,0.110078275,0.0,0.0,0.0,0.22300686,0.0,0.0,0.51132995,0.14872023,0.1101938,0.0,0.0
736,0.0,0.0,0.0,0.049518786,0.0,0.0,0.0,0.5632099,0.0,0.0,0.0,0.0,0.0,0.0,0.5981622,0.11205263,0.15490988,0.0,0.04572473,0.0,0.0,0.0,0.022513324,0.0,0.31123537,0.0,0.0,0.31523973,0.0,0.013225594,0.29491627,0.0
780,0.0,0.0,0.0,0.01319989,0.0,0.0,0.0,0.48280746,0.0,0.0,0.09890981,0.0,0.0,0.0,0.224874,0.327264,0.33878842,0.0,0.26860616,0.0,0.01129614,0.0,0.0,0.0,0.4448006,0.0,0.0,0.12328785,0.1383037,0.17684011,0.38570374,0.0
804,0.0,0.0,0.0,0.008704012,0.0,0.0,0.0,0.0,0.0,0.21534044,0.0,0.0,0.0,0.0,0.0,0.0,0.27719286,0.0,0.45885348,0.0,0.0,0.0,0.0,0.38646218,0.11166424,0.0,0.0,0.0,0.00859238,0.5196106,0.48402423,0.0
919,0.0,0.0,0.0,0.026148142,0.0,0.24126595,0.033875205,0.17251937,0.0,0.37295958,0.21645795,0.0,0.23277704,0.0,0.3250021,0.10414744,0.30836037,0.0,0.22172487,0.3811968,0.14218703,0.0,0.0,0.27817872,0.20938553,0.0,0.09646226,0.31113875,0.0,0.0,0.0,0.1283402
923,0.0,0.0,0.0,0.11144147,0.0,0.35407218,0.08782645,0.18629314,0.0,0.0,0.0,0.328526,0.40676758,0.0,0.0,0.26728782,0.0,0.0,0.35974202,0.21759018,0.042993445,0.045042597,0.072563134,0.27383253,0.036448758,0.0,0.29854417,0.0,0.0,0.0,0.0,0.35159522
940,0.0,0.0,0.0,0.0,0.0,0.26252162,0.0,0.20336254,0.0,0.10504982,0.0,0.25782853,0.4663636,0.0,0.06745517,0.0,0.29947382,0.0,0.07504639,0.19469894,0.0,0.22038107,0.0,0.15703236,0.3026729,0.0,0.38203543,0.08811353,0.0,0.0,0.0,0.37201163
943,0.0,0.0,0.0,0.0,0.0,0.20157781,0.0,0.0,0.0,0.43180656,0.3104806,0.101176605,0.2081848,0.26758674,0.2673881,0.021648318,0.07416563,0.0,0.003646543,0.23891486,0.3325544,0.047166027,0.0,0.22736679,0.0,0.0,0.18390132,0.3607357,0.17212726,0.12132212,0.0,0.20967145
954,0.0,0.0,0.0,0.0,0.0,0.24253781,0.0,0.1779013,0.0,0.08035467,0.05736954,0.37320405,0.35313162,0.09828362,0.057272185,0.13727787,0.18000111,0.0,0.2309045,0.23479576,0.08704546,0.33045605,0.0,0.18457046,0.19423619,0.0,0.37156218,0.062094074,0.0,0.0098197125,0.07289304,0.3567462
1009,0.0,0.0,0.0,0.08638336,0.0,0.0,0.029217837,0.19772498,0.0,0.0384456,0.0,0.0,0.0,0.0,0.0,0.12630777,0.15339658,0.0,0.5629987,0.0,0.0,0.0,0.06298797,0.23737006,0.08894181,0.0,0.0,0.0,0.10338491,0.3844008,0.60661685,0.0
1023,0.0,0.0,0.0,0.0,0.0,0.22839518,0.0,0.17649801,0.0,0.31899822,0.059254188,0.10644533,0.3479375,0.010708697,0.26754248,0.0,0.38273767,0.0,0.06609589,0.27282074,0.051720973,0.05812717,0.0,0.18058278,0.31024462,0.0,0.27931792,0.28924015,0.0,0.047353663,0.0,0.288451
1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3413531,0.0,0.177405,0.12889934,0.0,0.0,0.0,0.25322577,0.21023111,0.46498471,0.0,0.32705685,0.0066076196,0.0,0.0,0.0,0.025127659,0.47457534,0.0,0.0,0.19638838,0.041856978,0.18387996,0.32227954,0.0
1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075023994,0.0,0.4144914,0.3067361,0.0,0.0,0.0,0.38864917,0.13487764,0.24706104,0.0,0.14355032,0.0,0.052506793,0.0,0.0,0.0,0.03471349,0.0,0.0,0.3963077,0.26000607,0.40432832,0.29238492,0.0
1029,0.0,0.0,0.0,0.03778907,0.0,0.025149854,0.0,0.24050975,0.0,0.36092225,0.12655054,0.0,0.0,0.0,0.38922983,0.08357611,0.41865042,0.0,0.37086862,0.19716227,0.0,0.0,0.0057770433,0.27930987,0.36416242,0.0,0.0,0.2550728,0.0,0.0,0.089002214,0.0
1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5103527,0.0,0.0,0.0,0.0,0.6195543,0.0,0.061024453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5932693,0.0,0.0,0.0,0.0
1031,0.0,0.0,0.0,0.010537508,0.0,0.019652482,0.0,0.4269697,0.0,0.14563873,0.10367238,0.0,0.015057562,0.0,0.3045108,0.25564662,0.46299157,0.0,0.22481288,0.16048802,0.0,0.0,0.0,0.0033869564,0.53114885,0.0,0.03013212,0.21910556,0.0,0.0,0.0632439,0.035045344
1032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47694063,0.0,0.1752401,0.0,0.0,0.0,0.0,0.5989214,0.01830917,0.19248174,0.0,0.34403503,0.0,0.0,0.0,0.019975603,0.21780062,0.28018042,0.0,0.0,0.27319407,0.0,0.0,0.16246495,0.0
1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40898374,0.0,0.15146057,0.005063019,0.0,0.0,0.0,0.33084223,0.007820076,0.45020992,0.0,0.07373717,0.0,0.0,0.0,0.0,0.0,0.49965382,0.0,0.0,0.2670155,0.0,0.23988248,0.33708683,0.0
1049,0.0,0.0,0.0,0.011499987,0.0,0.0014668168,0.0,0.27434906,0.0,0.30236125,0.2732815,0.0,0.0,0.0,0.270799,0.2770686,0.42754498,0.0,0.33811462,0.18621376,0.05612021,0.0,0.0,0.13392743,0.3617094,0.0,0.0,0.23027739,0.09851671,0.16056377,0.19017996,0.0
1060,0.0,0.0,0.0,0.07618102,0.0,0.3799242,0.01645495,0.0021956542,0.0,0.15274869,0.0,0.0,0.37311453,0.0,0.0,0.0,0.19053656,0.0,0.35840437,0.3200725,0.0,0.0,0.044599842,0.63500094,0.12032032,0.0,0.004641264,0.0,0.0,0.0,0.0,0.010666044
1073,0.0,0.0,0.0,0.009506996,0.0,0.14581868,0.06933968,0.2495787,0.0,0.0,0.10044421,0.042430278,0.1341702,0.0,0.0,0.32718542,0.2376111,0.0,0.51658124,0.15882027,0.027430704,0.0,0.007793682,0.26891005,0.24354492,0.0,0.08237765,0.0,0.24848808,0.27998003,0.37719172,0.066586375
1080,0.0,0.0,0.0,0.03495261,0.0,0.18684375,0.06732085,0.40573752,0.0,0.071273714,0.08924792,0.04769555,0.21589658,0.0,0.075435854,0.26427794,0.3745296,0.0,0.4053558,0.27980992,0.0031723413,0.052365743,0.03925341,0.18138641,0.38367024,0.0,0.17631598,0.054907035,0.0,0.046364825,0.14997637,0.17671144
1089,0.0,0.0,0.0,0.0,0.0,0.24641949,0.0,0.19155696,0.0,0.1844285,0.19928782,0.24911559,0.24584664,0.17139605,0.18402578,0.27539107,0.23061772,0.0,0.29695642,0.33319265,0.22391383,0.14120667,0.0,0.21701546,0.18871732,0.0,0.20945133,0.16776197,0.1281402,0.05220469,0.08818057,0.25132784
1090,0.0,0.0,0.0,0.1284474,0.0,0.3454552,0.120287806,0.20100427,0.0,0.0,0.0,0.24655722,0.3936572,0.0,0.0,0.18952022,0.0,0.0,0.45241717,0.13348778,0.0,0.0,0.08737491,0.3487086,0.05621764,0.0,0.2571368,0.0,0.057423078,0.071521126,0.158114,0.32123315
1092,0.0,0.0,0.0,0.11557374,0.0,0.0,0.0,0.28075567,0.0,0.0,0.0,0.0,0.0,0.0,0.045218643,0.0,0.0,0.0,0.59141356,0.0,0.0,0.0,0.08511136,0.30045968,0.0,0.0,0.0,0.0,0.02844355,0.23634456,0.63389003,0.0
1097,0.0,0.0,0.0,0.0,0.0,0.29508233,0.0,0.103096776,0.0,0.3242803,0.036053453,0.13304116,0.37691352,0.0,0.1530526,0.0,0.31002167,0.0,0.16530895,0.31691352,0.06570262,0.014181373,0.0,0.31737864,0.20466734,0.0,0.28275955,0.21134827,0.0,0.12631184,0.06912675,0.31030002
1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36954686,0.0,0.17571741,0.0048484067,0.0,0.0,0.0,0.31427917,0.0,0.5121542,0.0,0.22339366,0.06116725,0.0,0.0,0.0,0.121791124,0.5705009,0.0,0.0,0.17867824,0.0,0.04894715,0.20782049,0.0
1136,0.0,0.0,0.0,0.0,0.0,0.2708643,0.0,0.11747301,0.0,0.17740981,0.1653714,0.27810884,0.30660346,0.20533738,0.15738055,0.11516718,0.20224668,0.0,0.24379288,0.3025595,0.19366156,0.22659078,0.0,0.2541561,0.15729716,0.0,0.28774473,0.14410636,0.08647832,0.1443984,0.12917581,0.28951424
1196,0.0,0.0,0.0,0.0,0.0,0.2449833,0.0,0.06446547,0.0,0.15937203,0.14054419,0.35201284,0.30523145,0.23813547,0.11652172,0.09824322,0.16646428,0.0,0.19655083,0.25327736,0.16748063,0.32811284,0.0,0.21942417,0.13985312,0.0,0.3456395,0.12262752,0.047507275,0.089465834,0.072188266,0.33132508
1197,0.0,0.0,0.0,0.0,0.0,0.28406188,0.0,0.12845549,0.0,0.16335166,0.23851633,0.14985615,0.25173947,0.1542223,0.13518609,0.21922193,0.20516701,0.0,0.28454813,0.34343374,0.28799194,0.026870763,0.0,0.28921935,0.114866786,0.0,0.15554926,0.11329399,0.24059458,0.23595054,0.21453114,0.15862499
1198,0.0,0.0,0.0,0.0,0.0,0.07677835,0.0,0.12655006,0.0,0.0,0.1312281,0.42358145,0.19559646,0.36080518,0.019881684,0.112775214,0.1884841,0.0,0.1224644,0.08237796,0.09986383,0.4896127,0.0,0.041938063,0.2466114,0.0,0.36090562,0.038496554,0.055606447,0.0005817408,0.0,0.30901393
1206,0.0,0.0,0.0,0.0,0.0,0.19125777,0.0,0.24875398,0.0,0.06939319,0.21631107,0.12891972,0.19333315,0.121969506,0.09612836,0.28677127,0.27368572,0.0,0.35913396,0.28160182,0.2147672,0.038652837,0.0,0.21884361,0.22557019,0.0,0.13104959,0.071847215,0.25086614,0.2671942,0.30174258,0.11089525
1208,0.0,0.0,0.0,0.0,0.0,0.25045714,0.0,0.13022856,0.0,0.16940928,0.10998281,0.33192328,0.32442525,0.15987189,0.13315402,0.082092665,0.22191425,0.0,0.20273073,0.28614205,0.119005255,0.28979188,0.0,0.21928908,0.19796671,0.0,0.34633365,0.12971859,0.0,0.014983412,0.018328963,0.34508783
1210,0.0,0.0,0.0,0.0,0.0,0.18957894,0.0,0.09638354,0.0,0.25779703,0.1411286,0.27027494,0.27077544,0.24667874,0.21736014,0.0,0.2871208,0.0,0.09225723,0.22158718,0.1000303,0.29374227,0.0,0.15562852,0.24745037,0.0,0.34781787,0.24454647,0.0,0.063493505,0.0,0.32760486
1213,0.0,0.0,0.0,0.0,0.0,0.27945334,0.010955757,0.23280402,0.0,0.034641206,0.08538868,0.24825528,0.31620175,0.006583752,0.0205899,0.252738,0.19625224,0.0,0.39610502,0.28567928,0.14082293,0.09010006,0.0,0.2618974,0.16034067,0.0,0.2510362,0.0,0.11731857,0.17183247,0.26801503,0.23605554
1214,0.0,0.0,0.0,0.030640494,0.0,0.2876205,0.07923868,0.22169916,0.0,0.18571691,0.17739064,0.06090713,0.24072239,0.0,0.14317676,0.24720214,0.2564247,0.0,0.39721602,0.3680681,0.1786455,0.0,0.01543928,0.3029839,0.17383489,0.0,0.14049089,0.114458025,0.12344801,0.1726676,0.18867466,0.15815811
1219,0.0,0.0,0.0,0.0,0.012426404,0.39498085,0.0,0.0,0.0,0.31246838,0.16855443,0.18155618,0.31916055,0.020669624,0.09204698,0.057545304,0.02653535,0.0,0.15839966,0.3806553,0.2822497,0.0,0.0,0.3994104,0.0,0.0,0.2240586,0.1450867,0.07116122,0.059300084,0.0,0.28466076
1220,0.0,0.0,0.0,0.09542018,0.0,0.07592461,0.094641075,0.50069284,0.0,0.0,0.0,0.28645477,0.20942603,0.0,0.0,0.3322064,0.13558279,0.0,0.33811724,0.0,0.0,0.28873712,0.08826017,0.0,0.300883,0.0,0.2732876,0.0,0.0,0.0,0.18948299,0.25341254
1222,0.0,0.0,0.0,0.0,0.0,0.2706374,0.0,0.1404435,0.0,0.3178993,0.10225105,0.11108029,0.32845244,0.027757458,0.21400419,0.0,0.33787763,0.0,0.18129763,0.35560745,0.12153487,0.02641595,0.0,0.28205684,0.2293103,0.0,0.2449349,0.23870783,0.0,0.12828027,0.0839407,0.25914615
1224,0.0,0.0,0.0,0.0,0.0,0.17224872,0.0,0.3044322,0.0,0.06500507,0.0,0.0,0.18358135,0.0,0.033180423,0.0,0.46667847,0.0,0.379174,0.20667809,0.0,0.0,0.0,0.3720206,0.50308645,0.0,0.0,0.0,0.0,0.07052361,0.19461796,0.0
1226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19435345,0.0,0.18933696,0.0,0.0,0.0,0.0,0.060692523,0.0,0.4396211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30213642,0.0,0.0,0.2390006,0.0,0.60350287,0.46562272,0.0
1240,0.0,0.0,0.0,0.06228618,0.0,0.21586986,0.08962584,0.19365719,0.0,0.20806593,0.2504329,0.0,0.10349971,0.0,0.17442098,0.30875823,0.27747953,0.0,0.4455843,0.32255605,0.15935053,0.0,0.028349763,0.30545408,0.1637998,0.0,0.011912128,0.11843517,0.18665235,0.19785273,0.21743453,0.012935127
1256,0.0,0.0,0.0,0.13514505,0.0,0.22248717,0.16422178,0.3040694,0.0,0.0,0.0,0.2546389,0.25518715,0.0,0.0,0.33899075,0.01305187,0.0,0.5126702,0.08997401,0.0,0.053321846,0.10732824,0.22176066,0.10609456,0.0,0.20423627,0.0,0.17057776,0.13694403,0.2996094,0.20666525
1258,0.0,0.0,0.0,0.0,0.0,0.26846182,0.0,0.1852072,0.0,0.1537116,0.16108869,0.3019795,0.28450835,0.19249457,0.16061644,0.17970344,0.21533558,0.0,0.25809142,0.30704963,0.18999496,0.21638602,0.0,0.23352413,0.19475453,0.0,0.27087897,0.13847597,0.070179574,0.07398073,0.08985043,0.2882735
1265,0.0,0.0,0.0,0.0,0.0,0.25225744,0.081214845,0.23404758,0.0,0.02868648,0.16430762,0.11177439,0.2219884,0.0,0.0,0.31049135,0.24732204,0.0,0.40040147,0.29964483,0.18839777,0.0,0.0,0.2520682,0.18500611,0.0,0.14192183,0.0,0.21451938,0.26193517,0.30944622,0.1180325
